evt,min,loc_err_h,loc_err_z,loc_err_resid,loc_num_st,loc_min_dist,loc_avg_dist,loc_stdev_dist,loc_azim_gap_1,loc_azim_gap_2,mag,mag_err,mag_num_st
22987901,7,14.3592,14.0834,0.85554,61,102.36762945,3253.00383193,1235.16939545,119.116,143.877,5.34573,0.06666,9
22987901,8,14.4762,14.2426,0.860402,69,101.14531778,3572.05706966,1472.15113288,118.979,137.366,5.34556,0.066635,9
22987901,9,15.8886,14.6738,1.2493,74,131.7501429,4106.82685636,1938.87824703,121.553,140.468,5.29712,0.121315,11
22987901,10,14.9524,14.7456,0.797001,91,103.67377838,4682.72164332,2220.32747857,119.512,137.73,5.3454,0.06663,9
22987901,11,14.4193,14.1906,0.972949,92,105.33640245,4681.61532648,2305.13081758,120.172,138.036,5.34457,0.06654,9
22987901,12,14.4193,14.1906,1.05204,94,105.33640245,4681.61532648,2305.13081758,120.172,138.036,5.34457,0.06654,9
22987901,13,14.4193,14.1906,1.05204,94,105.33640245,4681.61532648,2305.13081758,120.172,138.036,5.34457,0.06654,9
22987901,14,14.4193,14.1906,1.05204,94,105.33640245,4681.61532648,2305.13081758,120.172,138.036,5.34457,0.06654,9
22987901,15,14.4193,14.1906,1.05204,94,105.33640245,4681.61532648,2305.13081758,120.172,138.036,5.34457,0.06654,9
22987901,16,14.4193,14.1906,1.05204,94,105.33640245,4681.61532648,2305.13081758,120.172,138.036,5.34457,0.06654,9
22995911,1,14.1522,16.8137,0.935045,13,469.1072743,1759.26075302,657.475056145,93.3503,107.167,6.29923,0.13062,7
22995911,2,12.8097,16.265,0.758807,15,468.4423581,1893.12064349,754.818636883,93.6233,104.681,6.29354,0.17986,11
22995911,3,7.58777,14.0736,1.00135,28,467.8241417,2485.20518823,962.966367316,80.9465,97.7969,6.29339,0.12749,13
22995911,4,6.91426,8.7083,0.9742,32,467.8241417,2710.07963163,1088.10507231,80.9465,97.7969,6.30007,0.136025,17
22995911,5,6.8939,8.64146,0.96183,41,468.4067773,3259.34810504,1436.23960895,80.9862,97.8107,6.36051,0.160065,21
22995911,6,13.7824,16.4306,0.902138,47,469.4097111,3744.62365226,1727.3673468,81.0361,88.0581,6.3657,0.145975,27
22995911,7,13.7987,16.3172,0.879266,60,469.4097111,4336.20111105,2011.50334233,81.0361,88.0581,6.41408,0.16696,39
22995911,8,13.6282,17.5982,0.814798,87,468.2455518,5719.48072156,2497.45228222,66.2449,80.9567,6.43313,0.165675,56
22995911,9,6.48689,8.25879,0.942734,145,467.3504723,7082.17644052,2819.0706216,32.1458,39.4515,6.45613,0.180135,86
22995911,10,6.44863,7.86566,0.95557,152,466.8779148,7179.21320824,2804.59287296,29.5062,32.1476,6.45411,0.169025,105
22995911,11,7.02874,8.72612,0.969598,162,466.8779148,7302.34545179,2761.73905483,29.5062,32.1476,6.44892,0.176535,113
22995911,12,7.02874,8.72612,0.967218,166,466.8779148,7302.34545179,2761.73905483,29.5062,32.1476,6.45373,0.17952,117
22995911,13,7.02874,8.72612,0.973213,170,466.8779148,7302.34545179,2761.73905483,29.5062,32.1476,6.45373,0.17952,117
22995911,14,7.02874,8.72612,0.974393,171,466.8779148,7302.34545179,2761.73905483,29.5062,32.1476,6.45042,0.17888,118
22995911,15,6.9495,8.60048,0.983275,191,465.8204979,8080.44915082,3294.00286179,29.4666,32.1081,6.45359,0.17779,119
22995911,16,7.09492,8.32528,1.02675,292,466.4053573,10886.2633255,4775.55040443,20.6174,29.5085,6.45356,0.17781,119
22451071,1,38.917,44.7313,1.50937,5,104.73942334,219.894369788,100.281830643,228.746,245.024,6.33561,0.08676,2
22451071,2,18.4432,14.7661,0.748856,7,148.472007,403.113308971,187.721847368,152.079,231.175,6.45935,0.025915,5
22451071,3,14.008,13.355,1.54858,9,140.65535,609.342079011,508.295337534,150.924,205.885,6.45286,0.09058,7
22451071,4,18.0452,11.8959,1.27916,11,139.5011978,789.375210273,551.749045967,140.866,195.634,6.44323,0.08993,8
22451071,5,6.99848,14.6934,1.03293,11,185.8296232,901.328782327,738.67909314,141.822,197.353,6.39791,0.11045,9
22451071,6,7.3167,6.45216,1.29212,17,176.8165618,1461.48122919,1042.07461592,110.275,165.069,6.42678,0.06153,12
22451071,7,7.3167,6.45216,1.29217,17,176.8165618,1461.48122919,1042.07461592,110.275,165.069,6.35646,0.084135,15
22451071,8,8.19863,7.07246,1.0345,19,172.4356758,1984.12814085,1576.95553051,105.4,160.397,6.3331,0.104695,16
22451071,9,6.25692,6.32009,1.02177,21,173.0716826,2346.91375086,1873.592542,105.451,160.399,6.32519,0.120605,21
22451071,10,14.4772,8.06732,1.02718,25,171.5917437,3094.18838174,2427.18488463,85.9372,140.938,6.34963,0.123295,23
22451071,11,11.4993,7.82681,1.14296,52,168.5073331,5359.45437179,2897.66192572,85.7181,130.78,6.35335,0.101305,36
22451071,12,13.0452,7.88009,1.12015,80,167.6400511,6534.07171888,2854.60131581,85.6559,130.771,6.35009,0.10073,69
22451071,13,13.0785,7.82642,1.12201,97,167.6400511,7047.95076961,2833.07342509,85.6559,130.771,6.3519,0.0991,100
22451071,14,13.0785,7.82642,1.12359,98,167.6400511,7047.95076961,2833.07342509,85.6559,130.771,6.36047,0.102695,114
22451071,15,13.0785,7.82642,1.12359,98,167.6400511,7047.95076961,2833.07342509,85.6559,130.771,6.3607,0.10149,115
22451071,16,13.0785,7.82642,1.12359,98,167.6400511,7047.95076961,2833.07342509,85.6559,130.771,6.3607,0.10149,115
22451651,1,13.8762,13.7837,2.13214,9,445.3582022,1610.50845219,836.20590761,110.861,145.143,5.79227,0.061065,4
22451651,2,18.2749,34.9436,2.25931,11,448.0534478,2025.15289901,1166.45591134,110.789,144.853,5.79136,0.061325,4
22451651,3,20.7781,36.4891,2.28342,13,448.5871598,2402.09752707,1391.83866085,110.676,144.523,5.79081,0.061595,4
22451651,4,20.776,36.6053,2.23999,14,448.5871598,2576.31447278,1481.0173673,110.676,144.523,5.79081,0.061595,4
22451651,5,18.9063,15.289,2.16744,21,449.1331027,3816.10777874,2143.82262628,92.2512,126.706,5.72581,0.06157,5
22451651,6,11.2521,11.5062,2.13996,25,449.1331027,4376.60585214,2348.99390361,87.4832,126.706,5.72141,0.071785,6
22451651,7,17.0103,14.9399,2.13552,28,446.2744078,4815.08811239,2554.72834443,87.3626,120.872,5.77286,0.073435,6
22451651,8,16.7973,13.4327,2.28761,53,455.7411244,6926.93024954,2930.53508387,48.1148,73.2515,5.74238,0.082725,7
22451651,9,16.7973,13.4327,2.27351,55,455.7411244,6926.93024954,2930.53508387,48.1148,73.2515,5.72928,0.08255,8
22451651,10,16.7973,13.4327,2.27351,55,455.7411244,6926.93024954,2930.53508387,48.1148,73.2515,5.72928,0.08255,8
22451651,11,16.7973,13.4327,2.27351,55,455.7411244,6926.93024954,2930.53508387,48.1148,73.2515,5.72928,0.08255,8
22451651,12,16.7973,13.4327,2.27351,55,455.7411244,6926.93024954,2930.53508387,48.1148,73.2515,5.72928,0.08255,8
22451651,13,16.7973,13.4327,2.28665,54,455.7411244,6902.97808584,2953.4359631,48.1148,73.2515,5.74238,0.082725,7
22451651,14,16.7973,13.4327,2.28665,54,455.7411244,6902.97808584,2953.4359631,44.0977,73.2515,5.74238,0.082725,7
22451651,15,17.2068,14.3119,2.3814,71,456.9909,9311.74802753,4840.56833689,39.7964,73.1569,5.7421,0.08261,7
22451651,16,17.2068,14.3119,2.39914,76,456.9909,9311.74802753,4840.56833689,39.7964,73.1569,5.7421,0.08261,7
22452651,1,7.14903,6.50702,1.69442,15,505.2151149,1519.90080838,681.490300957,103.864,116.063,4.90071,0,1
22452651,2,6.85708,6.45321,1.63244,18,513.2452567,1849.82398641,901.073795317,104.798,116.862,5.29893,0.397545,2
22452651,3,7.61646,7.4886,1.69047,21,514.8619593,2152.32823285,1115.83487853,104.984,117.009,4.90127,0,1
22452651,4,6.55536,6.51279,1.71753,23,514.4183112,2365.9371743,1284.5480798,104.928,116.945,4.90088,0,1
22452651,5,10.9623,7.46489,1.6952,25,515.0498704,2643.90419569,1553.21834567,105.003,117.009,4.90096,0,1
22452651,6,11.1188,7.50278,1.6899,26,515.0498704,2826.9034552,1776.77164642,105.003,117.009,4.90096,0,1
22452651,7,10.8741,7.51211,1.77242,30,514.4183112,3502.86237886,2363.06392309,53.0657,104.928,5.29889,0.39801,2
22452651,8,8.83396,7.61592,1.69379,29,515.0498704,3468.83307811,2493.31687797,105.003,108.053,5.29896,0.398,2
22452651,9,7.21922,6.74426,1.7852,36,513.1551928,4447.93950013,3036.83688671,51.8033,55.0603,5.29875,0.398045,2
22452651,10,7.21922,6.74426,1.7792,37,513.1551928,4447.93950013,3036.83688671,51.8033,55.0603,5.29875,0.398045,2
22452651,11,7.21922,6.74426,1.7792,37,513.1551928,4447.93950013,3036.83688671,51.8033,55.0603,5.29875,0.398045,2
22452651,12,7.21922,6.74426,1.7792,37,513.1551928,4447.93950013,3036.83688671,51.8033,55.0603,5.29875,0.398045,2
22452651,13,7.21922,6.74426,1.7792,37,513.1551928,4447.93950013,3036.83688671,51.8033,55.0603,5.29875,0.398045,2
22452651,14,7.21922,6.74426,1.7792,37,513.1551928,4447.93950013,3036.83688671,51.8033,55.0603,5.29875,0.398045,2
22452651,15,7.21922,6.74426,1.7792,37,513.1551928,4447.93950013,3036.83688671,51.8033,55.0603,5.29875,0.398045,2
22452651,16,7.17799,6.78423,1.78521,48,513.1551928,7215.56297975,5562.41516812,51.8033,55.0603,5.29875,0.398045,2
22453071,1,13.8281,16.6999,0.951455,12,86.60666933,2308.76312361,751.169775081,130.38,233.7,5.35459,0,1
22453071,2,15.0499,16.571,1.25939,26,76.61469117,2741.5016792,752.70260591,120.121,176.78,5.32764,0,3
22453071,3,15.2735,16.4221,0.927022,32,52.10819279,3048.20971074,850.758657498,104.112,160.294,5.32997,0,3
22453071,4,13.7357,17.5769,0.905781,46,75.69270369,3605.70134997,1164.67198603,86.4096,141.966,5.32716,0,3
22453071,5,13.3647,17.7429,0.946896,54,77.18176017,3889.61160521,1278.35688276,85.5857,141.134,5.29652,0.056955,2
22453071,6,13.3647,17.7429,0.831205,52,77.18176017,3803.28805481,1262.17281433,84.3409,139.89,5.29652,0.056955,2
22453071,7,12.6207,18.736,1.25784,64,72.14807768,4418.0468655,1718.44662006,81.7808,137.379,5.32728,0,3
22453071,8,11.9318,17.1319,1.31462,85,72.14807768,5474.04430022,2455.31262583,64.1301,119.729,5.34002,0.01274,4
22453071,9,16.5978,16.2073,1.40211,120,72.14807768,6814.31090586,2956.51196868,60.8692,116.468,5.34002,0.01274,4
22453071,10,16.5978,16.2073,1.40043,123,72.14807768,6786.71101161,2953.47354689,60.8692,116.468,5.34002,0.01274,4
22453071,11,16.5978,16.2073,1.39761,124,72.14807768,6786.71101161,2953.47354689,60.8692,116.468,5.34002,0.01274,4
22453071,12,16.5978,16.2073,1.39761,124,72.14807768,6786.71101161,2953.47354689,60.8692,116.468,5.34002,0.01274,4
22453071,13,16.5978,16.2073,1.38299,125,72.14807768,6786.71101161,2953.47354689,60.8692,116.468,5.34002,0.01274,4
22453071,14,17.2825,17.0701,1.38391,129,72.14807768,7067.39600678,3130.71124362,60.8692,116.468,5.34002,0.01274,4
22453071,15,16.3562,23.7381,1.58692,141,72.14807768,7726.91813124,3707.62258975,60.8692,65.2047,5.35276,0,3
22453071,16,16.3562,23.7381,1.60106,148,72.14807768,7685.43387546,3688.08910892,59.314,59.9142,5.35276,0,3
22457441,1,15.4042,13.0032,1.18707,16,82.93017198,2602.83963554,978.212963112,204.947,241.816,5.49913,0,1
22457441,2,19.758,16.179,1.20394,18,107.34427147,2714.30790859,969.937796209,206.916,242.707,5.49971,0,1
22457441,3,16.8104,16.3302,1.07081,17,80.71682384,2665.6785831,988.76173241,208.137,245.105,5.4991,0,1
22457441,4,13.5486,13.141,1.08233,19,82.93017198,2912.35099219,1193.47000038,208.319,245.187,5.49913,0,1
22457441,5,13.5823,13.1345,1.08233,19,82.93017198,2912.35099219,1193.47000038,208.319,245.187,5.49913,0,1
22457441,6,13.9872,11.6923,1.08577,20,81.96248541,3115.01553075,1460.3848738,208.257,245.176,5.49922,0,1
22457441,7,17.4915,16.3782,1.14072,20,82.31429057,3402.74775346,1920.44345042,208.354,245.293,5.49965,0,1
22457441,8,15.176,15.685,1.66874,23,100.47395256,3812.48230425,2344.36313435,209.937,246.115,5.50058,0,1
22457441,9,15.176,15.685,1.68576,22,100.47395256,3730.78644367,2364.81532559,209.937,246.115,5.50058,0,1
22457441,10,15.176,15.685,1.68576,22,100.47395256,3730.78644367,2364.81532559,209.937,246.115,5.50058,0,1
22457441,11,15.176,15.685,1.68576,22,100.47395256,3730.78644367,2364.81532559,209.937,246.115,5.50058,0,1
22457441,12,15.176,15.685,1.74232,23,100.47395256,3730.78644367,2364.81532559,209.937,246.115,5.50058,0,1
22457441,13,15.176,15.685,1.74232,23,100.47395256,3730.78644367,2364.81532559,209.937,246.115,5.50058,0,1
22457441,14,15.176,15.685,1.75203,24,100.47395256,3730.78644367,2364.81532559,209.937,246.115,5.50058,0,1
22457441,15,15.176,15.685,1.75203,24,100.47395256,3730.78644367,2364.81532559,209.937,246.115,5.50058,0,1
22457441,16,16.4134,17.2513,1.8535,26,78.65491648,5298.02312416,4575.02788597,189.938,226.998,5.49906,0,1
22457841,1,7.30268,16.138,0.514022,11,186.9582017,713.084314491,302.101424301,96.0907,141.76,5.7498,0.074135,6
22457841,2,8.3669,10.2826,0.770909,13,188.0411923,872.9171092,468.344823509,96.1848,141.963,5.76838,0.132855,11
22457841,3,6.61743,8.63639,1.10132,19,185.2358686,1191.77848635,644.929542519,52.8613,98.1462,5.75019,0.135145,16
22457841,4,6.92924,8.66181,1.19453,27,184.3886008,1589.90057995,852.351480011,52.9846,62.8024,5.7686,0.14214,23
22457841,5,6.51116,8.5952,1.16458,44,180.2623399,2275.35064064,1120.63719685,35.4209,44.8272,5.76705,0.156495,26
22457841,6,6.40108,8.00427,1.15997,54,179.838706,2598.78767787,1228.57931548,29.9494,39.2597,5.75612,0.14158,29
22457841,7,6.64238,7.97601,1.13366,64,178.760163,2950.02263071,1402.59195795,29.9434,39.1128,5.74713,0.13561,30
22457841,8,5.98879,7.20833,1.11367,80,176.4329563,3513.42562344,1705.44407402,29.9138,38.6557,5.74125,0.169695,31
22457841,9,6.17745,7.39128,1.11323,85,176.4329563,3737.96888539,1880.90003414,29.9138,38.6557,5.74125,0.169695,31
22457841,10,6.02898,7.15879,1.10806,92,176.4329563,4070.68023384,2149.32467759,29.9138,35.4795,5.71898,0.113005,33
22457841,11,5.93443,6.93998,1.18041,112,179.0003334,4870.55920504,2696.31118651,29.9338,35.4216,5.74515,0.14044,36
22457841,12,6.49336,7.19443,1.09395,126,177.0956487,5601.04159,3130.45152058,29.9121,35.4508,5.76493,0.115985,37
22457841,13,6.50814,7.15497,1.09291,135,177.0956487,5928.78912036,3270.59673814,29.9121,35.4508,5.76406,0.11614,38
22457841,14,6.50814,7.15497,1.09291,135,177.0956487,5928.78912036,3270.59673814,29.9121,35.4508,5.76406,0.11614,38
22457841,15,6.50814,7.15497,1.09291,135,177.0956487,5928.78912036,3270.59673814,29.9121,35.4508,5.76406,0.11614,38
22457841,16,6.50814,7.15497,1.09291,135,177.0956487,5928.78912036,3270.59673814,29.9121,35.4508,5.76406,0.11614,38
23827641,1,24.6331,25.5021,0.690306,5,200.775783,768.3873902,388.382011559,243.224,292.396,5.3671,0.07405,2
23827641,2,13.1163,21.0088,0.439046,7,277.4824283,1173.4592316,662.879835752,182.992,214.184,5.32827,0,1
23827641,3,27.3963,31.9095,0.922376,9,322.9469074,1605.7370422,955.731138447,208.802,209.036,5.09477,0,1
23827641,4,23.0238,29.6344,1.19914,9,255.2121832,1441.27455421,830.241231464,173.812,204.592,5.41135,0.094935,2
23827641,5,19.611,17.9042,1.53255,11,294.8414111,1806.50544623,1056.26514173,156.613,187.843,5.25961,0.183275,2
23827641,6,13.2013,19.8603,1.62388,16,294.8414111,2851.35670747,1759.78935308,145.502,156.613,5.25961,0.183275,2
23827641,7,15.7523,16.15,1.56636,23,294.142026,3720.84258089,1983.48025838,145.475,156.586,5.35965,0.083135,4
23827641,8,13.8931,15.6952,1.63196,36,288.3012153,4849.79560319,2205.13299105,129.462,138.27,5.44204,0.07986,5
23827641,9,13.5917,16.5194,1.56267,78,282.8918218,6499.89270368,2163.36385134,101.073,124.731,5.44137,0.079835,5
23827641,10,15.9559,17.4516,1.28782,152,279.9819795,7675.16822243,1957.01373698,101.057,118.916,5.44432,0.09565,6
23827641,11,15.8951,17.7463,1.27258,166,279.9819795,7830.06663457,1944.20869464,101.057,104.333,5.44432,0.09565,6
23827641,12,15.8951,17.7463,1.27119,165,279.9819795,7827.19719203,1949.74086136,101.057,104.333,5.44432,0.09565,6
23827641,13,15.8951,17.7463,1.27664,166,279.9819795,7827.19719203,1949.74086136,101.057,104.333,5.44432,0.09565,6
23827641,14,15.8951,17.7463,1.2711,168,279.9819795,7827.19719203,1949.74086136,101.057,104.333,5.44432,0.09565,6
23827641,15,15.8951,17.7463,1.26683,169,279.9819795,7827.19719203,1949.74086136,101.057,104.333,5.44432,0.09565,6
23827641,16,15.8951,17.7463,1.26712,168,279.9819795,7818.19262882,1952.25272028,101.057,104.333,5.44432,0.09565,6
23828121,1,17.6685,17.3759,2.05518,8,205.5191484,1340.57946945,681.867139384,120.681,236.758,4.36825,0,1
23828121,2,13.7069,13.4015,2.22152,10,201.1415981,1629.95589205,850.830982957,120.428,235.211,4.36148,0,1
23828121,3,13.7069,13.4015,2.22573,12,201.1415981,1629.95589205,850.830982957,114.784,188.873,4.36148,0,1
23828121,4,17.4107,20.624,1.55244,18,183.3311839,2547.63340056,1240.4695301,120.261,193.439,4.33242,0,1
23828121,5,17.2607,19.0202,1.32263,23,188.0523113,3036.98733985,1477.36466869,119.053,192.472,4.34037,0,1
23828121,6,18.2686,20.4133,1.35125,34,181.7711882,3972.16640714,1821.97690817,120.849,193.942,4.32976,0,1
23828121,7,18.6339,21.1503,1.33571,36,180.2245353,4063.90823509,1828.15781786,121.445,194.453,5.03814,0.711045,2
23828121,8,16.7732,17.4843,1.00757,37,180.2245353,4187.25597758,1728.56911682,118.101,191.11,5.03814,0.711045,2
23828121,9,31.4291,22.6581,1.26075,39,178.5010903,4291.20966843,1806.34756267,103.97,151.021,5.03591,0.71182,2
23828121,10,31.4291,22.6581,1.26075,39,178.5010903,4291.20966843,1806.34756267,103.97,151.021,5.03591,0.71182,2
23828121,11,31.4291,22.6581,1.26075,39,178.5010903,4291.20966843,1806.34756267,103.97,151.021,5.03591,0.71182,2
23828121,12,31.4291,22.6581,1.26075,39,178.5010903,4291.20966843,1806.34756267,103.97,151.021,5.03591,0.71182,2
23828121,13,31.4291,22.6581,1.26075,39,178.5010903,4291.20966843,1806.34756267,103.97,151.021,5.03591,0.71182,2
23828121,14,31.4291,22.6581,1.26075,39,178.5010903,4291.20966843,1806.34756267,103.97,151.021,5.03591,0.71182,2
23828121,15,31.4291,22.6581,1.26075,39,178.5010903,4291.20966843,1806.34756267,103.97,151.021,5.03591,0.71182,2
23828121,16,31.374,22.5681,1.26075,39,178.5010903,4291.20966843,1806.34756267,103.97,151.021,5.03591,0.71182,2
23830621,1,13.6604,20.9628,0.417622,8,254.1503187,1379.4887421,728.624463517,133.032,211.012,5.18635,0,1
23830621,2,12.7644,16.8528,0.977976,13,249.5759621,1529.43470085,821.392097349,97.1492,174.232,5.18647,0,1
23830621,3,12.9459,17.0667,0.942683,14,249.5759621,1641.10245129,888.031034267,97.1492,174.232,5.18647,0,1
23830621,4,12.7911,17.2207,0.936292,15,249.5759621,1782.664794,1008.25810165,97.1492,174.232,5.18647,0,1
23830621,5,12.7911,17.2207,0.936292,15,249.5759621,1782.664794,1008.25810165,97.1492,174.232,5.18647,0,1
23830621,6,12.7911,17.2207,1.06281,16,249.5759621,1782.664794,1008.25810165,97.1492,174.232,5.18647,0,1
23830621,7,12.7911,17.2207,1.06281,16,249.5759621,1782.664794,1008.25810165,97.1492,174.232,5.18647,0,1
23830621,8,12.7911,17.2207,1.06281,16,249.5759621,1782.664794,1008.25810165,97.1492,174.232,5.18647,0,1
23830621,9,12.7911,17.2207,1.06281,16,249.5759621,1782.664794,1008.25810165,97.1492,174.232,5.18647,0,1
23830621,10,12.7911,17.2207,1.06281,16,249.5759621,1782.664794,1008.25810165,97.1492,174.232,5.18647,0,1
23830621,11,12.7911,17.2207,1.06281,16,249.5759621,1782.664794,1008.25810165,97.1492,174.232,5.18647,0,1
23830621,12,12.7911,17.2207,1.06281,16,249.5759621,1782.664794,1008.25810165,97.1492,174.232,5.18647,0,1
23830621,13,12.7911,17.2207,1.06281,16,249.5759621,1782.664794,1008.25810165,97.1492,174.232,5.18647,0,1
23830621,14,12.7911,17.2207,1.06281,16,249.5759621,1782.664794,1008.25810165,97.1492,174.232,5.18647,0,1
23830621,15,12.7911,17.2207,1.06277,17,249.5759621,1782.664794,1008.25810165,80.5988,157.681,5.18647,0,1
23830621,16,12.7911,17.2207,1.06277,17,249.5759621,1782.664794,1008.25810165,80.5988,157.681,5.18647,0,1
23834481,1,3.64421,2.48568,1.74613,12,80.06391616,441.379342177,216.493676359,179.748,226.148,5.6227,0.72493,2
23834481,2,4.79442,3.24075,1.65727,16,86.75243942,712.792098326,342.239248529,186.447,232.917,5.73561,0.13048,9
23834481,3,5.23565,2.97355,1.54366,26,87.03108156,1110.79085409,578.7270344,186.838,207.771,5.72552,0.16898,12
23834481,4,8.42881,8.11632,1.50529,42,87.03108156,1532.17104846,721.321837313,186.838,207.771,5.73565,0.18299,18
23834481,5,7.49023,5.61571,1.48421,55,83.4514307,1817.07302469,838.225448134,153.283,185.606,5.73913,0.138415,23
23834481,6,5.32705,3.75873,1.46334,58,84.34751091,1899.32407482,891.538429446,153.144,185.45,5.74554,0.13943,24
23834481,7,3.2902,2.87038,1.38301,63,84.34751091,2069.20378723,1024.81347726,112,153.144,5.7433,0.137715,26
23834481,8,3.53077,2.94774,1.37187,69,84.11012026,2318.78847932,1288.08512411,57.2554,95.799,5.73581,0.152525,27
23834481,9,3.244,2.99148,1.37852,72,84.34751091,2473.12803774,1463.9710705,57.264,89.5697,5.73597,0.15267,27
23834481,10,3.40319,3.05457,1.36799,83,83.8739527,3044.65426719,2005.27791652,57.2469,83.4678,5.70366,0.150855,26
23834481,11,3.27118,2.93553,1.40091,91,83.72884975,3337.30810676,2299.02328291,57.2585,83.5609,5.68432,0.12682,28
23834481,12,3.58895,2.89429,1.39543,105,83.72884975,4116.0757954,2928.80383662,57.2585,83.5609,5.68432,0.12682,28
23834481,13,3.60123,2.89499,1.39415,109,83.72884975,4336.52129711,3090.88823154,57.2585,83.5609,5.68471,0.15345,29
23834481,14,3.5279,2.93288,1.40087,111,83.49168148,4366.00615552,3070.77632116,57.25,83.4801,5.6847,0.15339,29
23834481,15,3.42871,2.93953,1.40088,110,83.49168148,4333.66955263,3065.83164225,57.25,83.4801,5.6847,0.15339,29
23834481,16,3.54662,2.88729,1.39859,111,83.49168148,4351.1484669,3057.49103612,57.25,83.4801,5.6847,0.15339,29
23835061,1,15.6276,29.4917,1.68967,13,225.5322365,1967.93684212,1070.97942979,190.517,199.367,5.56345,0,1
23835061,2,13.0641,19.1483,1.17622,19,229.1359044,2826.18481667,1547.57165021,187.042,195.895,5.56344,0,1
23835061,3,14.3619,17.8547,1.24435,28,228.4187289,3555.62146997,1665.56019711,178.417,187.275,5.56369,0,1
23835061,4,14.5058,17.6345,1.19935,35,228.4187289,3983.91479486,1730.35491309,178.417,187.275,5.56369,0,1
23835061,5,14.1381,17.1415,1.01778,42,229.3026894,4484.09051952,1940.52355919,178.359,187.209,5.5633,0,1
23835061,6,15.5998,19.1576,1.03121,48,229.9120106,4854.43258138,2073.12247602,178.393,187.251,5.56366,0,1
23835061,7,13.677,20.4137,1.18497,55,233.2299202,5378.85896718,2373.45439329,178.399,182.871,5.56408,0,1
23835061,8,13.677,20.4137,1.20582,57,233.2299202,5378.85896718,2373.45439329,143.482,172.044,5.56408,0,1
23835061,9,13.677,20.4137,1.20582,57,233.2299202,5378.85896718,2373.45439329,143.482,172.044,5.56408,0,1
23835061,10,13.677,20.4137,1.20256,58,233.2299202,5378.85896718,2373.45439329,143.482,172.044,5.56408,0,1
23835061,11,13.677,20.4137,1.20256,58,233.2299202,5378.85896718,2373.45439329,143.482,172.044,5.56408,0,1
23835061,12,13.677,20.4137,1.20256,58,233.2299202,5378.85896718,2373.45439329,143.482,172.044,5.56408,0,1
23835061,13,13.677,20.4137,1.20256,58,233.2299202,5378.85896718,2373.45439329,143.482,172.044,5.56408,0,1
23835061,14,13.7189,20.6959,1.21418,59,228.4187289,5943.86195007,3316.19290246,143.489,172.054,5.56369,0,1
23835061,15,13.7189,20.6959,1.21368,61,228.4187289,5943.86195007,3316.19290246,143.489,172.054,5.56369,0,1
23835061,16,13.7189,20.6959,1.24737,62,228.4187289,5943.86195007,3316.19290246,112.891,143.489,5.56369,0,1
23835981,1,12.3484,12.8661,1.30408,8,141.833964,501.5569639,307.240455527,170.199,230.751,5.65234,0.088075,4
23835981,2,22.5846,13.9276,1.15799,6,127.7495267,725.989901933,525.71884693,137.021,197.205,5.6331,0.1009,4
23835981,3,15.4331,14.6476,0.80639,6,139.0686687,518.253624933,349.91696185,138.416,198.992,5.54349,0.118005,5
23835981,4,13.869,14.1744,1.1995,11,139.4311481,1006.67463593,917.279148894,138.178,198.981,5.65129,0.166465,6
23835981,5,14.0273,13.7933,1.1995,11,139.4311481,1006.67463593,917.279148894,138.178,198.981,5.65129,0.166465,6
23835981,6,14.0273,13.7933,1.28144,10,139.4311481,816.10658012,725.302087312,138.178,198.981,5.65129,0.166465,6
23835981,7,14.0273,13.7933,1.28144,10,139.4311481,816.10658012,725.302087312,138.178,198.981,5.65129,0.166465,6
23835981,8,14.6877,13.8988,0.948294,10,136.6024745,1366.45605101,1663.6867758,103.065,163.772,5.5523,0.16869,5
23835981,9,14.9495,14.5579,0.948294,10,136.6024745,1366.45605101,1663.6867758,92.2838,152.991,5.5523,0.16869,5
23835981,10,15.1131,14.044,1.37952,23,136.6324958,4739.1201658,3533.04951682,89.9964,150.706,5.55237,0.1687,5
23835981,11,14.9653,13.3228,1.46375,32,134.1963229,5912.70160216,3538.01425094,87.3757,148.013,5.54687,0.1685,5
23835981,12,14.9653,13.3228,1.46375,32,134.1963229,5912.70160216,3538.01425094,87.3757,148.013,5.54687,0.1685,5
23835981,13,14.9653,13.3228,1.46375,32,134.1963229,5912.70160216,3538.01425094,87.3757,148.013,5.54687,0.1685,5
23835981,14,14.9653,13.3228,1.46375,32,134.1963229,5912.70160216,3538.01425094,87.3757,148.013,5.54687,0.1685,5
23835981,15,14.9653,13.3228,1.46375,32,134.1963229,5912.70160216,3538.01425094,87.3757,148.013,5.54687,0.1685,5
23835981,16,14.9653,13.3228,1.46375,32,134.1963229,5912.70160216,3538.01425094,87.3757,148.013,5.54687,0.1685,5
23836361,1,7.45854,12.4467,0.802091,12,188.8884601,1035.50570594,403.142262583,85.9973,115.097,7.16488,0.352165,7
23836361,2,6.00674,5.9152,1.03281,25,190.5585339,1519.28930786,548.993455951,44.1022,77.8832,7.31212,0.314725,10
23836361,3,9.05185,7.70803,1.43796,43,182.3382572,1879.01074799,635.393209107,46.0437,76.6356,7.5575,0.196445,25
23836361,4,7.20355,6.93027,1.33008,61,181.2775046,2268.66638627,804.923062402,46.4049,77.0345,7.51101,0.19632,45
23836361,5,7.28854,6.98638,1.31511,78,180.7337855,2583.12290122,969.154332509,46.266,76.9071,7.52356,0.16343,60
