actual_accuracy,predicted_accuracy
0.4654563886368075,0.501220703125
0.46591731473929676,0.5130029916763306
0.4687848207413875,0.48345914483070374
0.47173417343457436,0.4967512786388397
0.4721692532135595,0.5030335783958435
0.4748773735540418,0.4815177917480469
0.4854973407004929,0.5026158690452576
0.48581180430312554,0.5019217729568481
0.48751048212008785,0.5029124617576599
0.48896505577062244,0.5024407505989075
0.48909428738814287,0.5031968951225281
0.4896155215788083,0.5006325244903564
0.4900893708430497,0.5004792213439941
0.49264672096309137,0.5026317834854126
0.4935140087073392,0.5015439391136169
0.49421473125567184,0.5015507340431213
0.4955831504945264,0.5008388757705688
0.4956635612787612,0.515347957611084
0.49602110208723416,0.49332794547080994
0.4963542324790644,0.5004045963287354
0.4965437721847611,0.501401424407959
0.49697598015002353,0.5011023879051208
0.4970894167920692,0.5014267563819885
0.49725023836053905,0.5012785792350769
0.4972602897085684,0.5002354383468628
0.49779588296784727,0.5017006993293762
0.49793947365398084,0.503315269947052
0.4980845002469759,0.5035778284072876
0.49840614338391553,0.5016242861747742
0.49843486152114225,0.5005313158035278
0.4988656335795435,0.5007411241531372
0.4991556867655337,0.5010154247283936
0.4992576361526885,0.5007375478744507
0.4993610214467049,0.5045789480209351
0.49944430404466245,0.4985000491142273
0.4996797927699216,0.504084050655365
0.49974297267182066,0.503383457660675
0.49976594718160194,0.5023171305656433
0.4998018448531355,0.5015189051628113
0.49981763982861027,0.5015881657600403
0.49985928112758893,0.5135408043861389
0.4998707683824797,0.5015661716461182
0.4998951787991224,0.4953920245170593
0.4998951787991225,0.5015830397605896
0.49991384558831975,0.5031088590621948
0.49991384558831975,0.502663254737854
0.49991958921576507,0.5002840161323547
0.49994256372554646,0.5017126202583313
0.4999425637255466,0.5019715428352356
0.49995548688729863,0.5012563467025757
0.4999597946078824,0.500655472278595
0.4999798973039411,0.500677227973938
0.49998707683824795,0.5027708411216736
0.49998994865197066,0.50093674659729
0.4999913845588321,0.5005668997764587
0.49999425637255457,0.5002976059913635
0.4999985640931387,0.5011854767799377
0.5,0.5008805394172668
0.5,0.4948174059391022
0.5,0.5009181499481201
0.5,0.5021775960922241
0.5,0.49893149733543396
0.5,0.5009645819664001
0.5,0.5021888613700867
0.5,0.5004804730415344
0.5,0.5000777244567871
0.5,0.501270592212677
0.5,0.4997764825820923
0.5,0.500308632850647
0.5,0.5008587837219238
0.5,0.5031101703643799
0.5,0.500789999961853
0.5,0.5005401968955994
0.5,0.5010650753974915
0.5,0.5007875561714172
0.5,0.5009241104125977
0.5,0.506374716758728
0.5,0.5001351833343506
0.5,0.5003953576087952
0.5,0.5010893940925598
0.5,0.5009061098098755
0.5,0.5017231702804565
0.5,0.5005958080291748
0.5,0.5006464719772339
0.5,0.4997677803039551
0.5,0.5006126761436462
0.5,0.500637948513031
0.5,0.500908374786377
0.5,0.5006014704704285
0.5,0.5039737820625305
0.5,0.5008410811424255
0.5,0.5037601590156555
0.5,0.500234842300415
0.5,0.5030239224433899
0.5,0.5004696846008301
0.5,0.500735342502594
0.5,0.501257061958313
0.5,0.500295877456665
0.5,0.5010692477226257
0.5,0.5005123019218445
0.5,0.5011209845542908
0.5,0.5011650919914246
0.5,0.5027564764022827
0.5,0.5005303621292114
0.5,0.5011694431304932
0.5,0.5009841918945312
0.5,0.5014253258705139
0.5,0.5008415579795837
0.5,0.5115920901298523
