actual_accuracy,predicted_accuracy
0.4654563886368075,0.501220703125
0.4658483912099526,0.4898225665092468
0.46591731473929676,0.5130029916763306
0.4687848207413875,0.48345914483070374
0.46919549010372996,0.4992283284664154
0.46976267331395816,0.4748211205005646
0.4717198143659611,0.500321626663208
0.47173417343457436,0.4967512786388397
0.4721692532135595,0.5030335783958435
0.4748773735540418,0.4815177917480469
0.4753225046810564,0.4943770468235016
0.4760648685283677,0.50502610206604
0.4762012796801949,0.4996291697025299
0.47989012440697054,0.476763516664505
0.48090818237165867,0.500882089138031
0.4815241864151725,0.4903126657009125
0.48204111288525386,0.504585862159729
0.4826657323699356,0.4958769679069519
0.48500626055391527,0.5073354840278625
0.4854973407004929,0.5026158690452576
0.48558349511217314,0.5029312968254089
0.4857787784453149,0.5013983845710754
0.48581180430312554,0.5019217729568481
0.4865182704789036,0.5011101961135864
0.4868399136158432,0.502570390701294
0.48751048212008785,0.5029124617576599
0.48896505577062244,0.5024407505989075
0.48909428738814287,0.5031968951225281
0.489150287755735,0.5011372566223145
0.48921346765763385,0.5009152889251709
0.4896155215788083,0.5006325244903564
0.4900893708430497,0.5045641660690308
0.4900893708430497,0.5004792213439941
0.4903837317496238,0.5011814832687378
0.49077286250904617,0.504136323928833
0.49103419755780975,0.4998873770236969
0.49264672096309137,0.5026317834854126
0.49266108003170495,0.502346396446228
0.49281902978645187,0.5014456510543823
0.4935140087073392,0.5015439391136169
0.4937380101777079,0.5000976920127869
0.4937652924080732,0.5009062886238098
0.49387442132953485,0.49939456582069397
0.4941099100547941,0.502390444278717
0.49421473125567184,0.5015507340431213
0.49448611765246464,0.5005743503570557
0.49451052806910734,0.5023186802864075
0.4946727855444385,0.4998176395893097
0.49471011912283325,0.5064083933830261
0.4950260186323274,0.4998640716075897
0.4955831504945264,0.5008388757705688
0.4956635612787612,0.515347957611084
0.4956635612787612,0.5156605839729309
0.49567504853365196,0.5023606419563293
0.49602110208723416,0.49332794547080994
0.4962034622586241,0.5035450458526611
0.4963542324790644,0.5004045963287354
0.4964332073564379,0.5009174942970276
0.4965437721847611,0.501401424407959
0.49697598015002353,0.5011023879051208
0.4970707500028717,0.5025790929794312
0.4970894167920692,0.5014267563819885
0.4970894167920692,0.5014267563819885
0.49725023836053905,0.5012785792350769
0.4972602897085684,0.5002354383468628
0.49747854755149157,0.4905500113964081
0.4975259324779159,0.5013409852981567
0.4975302401984998,0.5020240545272827
0.49754459926711303,0.499525249004364
0.49779588296784727,0.5017006993293762
0.49793947365398084,0.503315269947052
0.49801557671763175,0.49959757924079895
0.4980227562519386,0.5022279024124146
0.498075884805808,0.501509428024292
0.4980845002469759,0.5035778284072876
0.4981763982861015,0.49907398223876953
0.49825680907033654,0.501726508140564
0.4982754758595339,0.5022434592247009
0.4983501430163233,0.5024698376655579
0.49835875845749145,0.500556230545044
0.49840614338391553,0.5016242861747742
0.49843486152114225,0.5005313158035278
0.49845783603092364,0.5063199996948242
0.4986143498788095,0.5003820657730103
0.4986416321091748,0.5012404918670654
0.4988656335795435,0.5007411241531372
0.4989316852951651,0.5011184215545654
0.4989417366431944,0.49971702694892883
0.49908245551560537,0.50003582239151
0.49909681458421884,0.5029921531677246
0.4991556867655337,0.5010154247283936
0.499157122672395,0.5020114183425903
0.4991901485302058,0.5015884637832642
0.49919445625078973,0.5094448328018188
0.49920450759881907,0.5046650171279907
0.49922748210860046,0.5006183981895447
0.4992346616429071,0.5220254063606262
0.49925189252524327,0.5003803372383118
0.4992576361526885,0.5007375478744507
0.49932368786831005,0.508323073387146
0.4993323033094781,0.5003734230995178
0.4993337392163394,0.5019939541816711
0.4993610214467049,0.5045789480209351
0.4993854318633476,0.5017173290252686
0.4994098422799904,0.5003591775894165
0.4994342526966331,0.5035637617111206
0.49943856041721724,0.500400722026825
0.49944430404466245,0.4985000491142273
0.49949886850539316,0.5150537490844727
0.4995247148288974,0.5010040998458862
0.4995247148288975,0.5116744637489319
0.4995519970592628,0.5139222741127014
0.4995749715690443,0.5005713105201721
0.4996237924023297,0.5051224231719971
0.49962522830919087,0.5022076964378357
0.499625228309191,0.5005252361297607
0.4996324078434976,0.5020493865013123
0.49966686960816986,0.5019363760948181
0.4996711773287539,0.5006994009017944
0.4996740491424764,0.50180983543396
0.4996783568630604,0.5009313225746155
0.4996797927699216,0.504084050655365
0.499685536397367,0.5009270906448364
0.49971999816203916,0.5004968643188477
0.49974010085809795,0.5015565752983093
0.49974297267182055,0.4873068034648895
0.49974297267182066,0.503383457660675
0.4997501522061273,0.4998190402984619
0.49976594718160194,0.5023171305656433
0.49977312671590857,0.5182526111602783
0.4998018448531355,0.5015189051628113
0.49981763982861027,0.5015881657600403
0.4998219475491942,0.5015990734100342
0.4998291270835009,0.494655042886734
0.4998305629903622,0.5001643300056458
0.49983774252466895,0.5005266070365906
0.49985928112758893,0.5135408043861389
0.4998707683824797,0.5015661716461182
0.4998822556373703,0.5011955499649048
0.4998951787991224,0.4953920245170593
0.4998951787991225,0.5015830397605896
0.4998951787991225,0.5078951120376587
0.4999037942402905,0.5012367367744446
0.4999037942402905,0.5012367367744446
0.49991384558831975,0.502663254737854
0.49991384558831975,0.5031088590621948
0.49991958921576507,0.5002840161323547
0.4999267687500718,0.5000306367874146
0.4999267687500718,0.5000137090682983
0.4999325123775171,0.5162273049354553
0.4999325123775171,0.5117628574371338
0.4999325123775171,0.5104703307151794
0.4999325123775171,0.510761559009552
0.4999353841912396,0.5013223886489868
0.49993538419123973,0.50175940990448
0.49994256372554646,0.5017126202583313
0.4999425637255466,0.5019715428352356
0.49994399963240777,0.5004509091377258
0.4999454355392692,0.5014370679855347
0.49995548688729863,0.5012563467025757
0.4999583587010211,0.5050550699234009
0.4999597946078824,0.500655472278595
0.49996410232846655,0.5035325288772583
0.49996553823532797,0.5023682713508606
0.49996841004905057,0.5014379024505615
0.499969845955912,0.5008243322372437
0.4999712818627732,0.5028696060180664
0.4999712818627733,0.49757739901542664
0.4999755895833574,0.5010507106781006
0.4999755895833574,0.5010441541671753
0.4999770254902186,0.4998997151851654
0.4999770254902186,0.5032165050506592
0.4999784613970799,0.5004226565361023
0.4999784613970799,0.5000050067901611
0.4999798973039411,0.500677227973938
0.4999813332108025,0.4989366829395294
0.4999813332108026,0.5062399506568909
0.4999842050245251,0.500518262386322
0.49998707683824795,0.5005993843078613
0.49998707683824795,0.5027708411216736
0.49998707683824795,0.5005947947502136
0.49998707683824806,0.5007824301719666
0.49998994865197066,0.50093674659729
0.49999138455883196,0.5019415616989136
0.49999138455883196,0.5017499327659607
0.4999913845588321,0.5005668997764587
0.4999913845588321,0.5008553266525269
0.4999928204656934,0.5010250210762024
0.49999425637255457,0.5002976059913635
0.499995692279416,0.5010649561882019
0.499995692279416,0.5011084079742432
0.4999971281862773,0.5003455877304077
0.4999985640931386,0.5007262229919434
0.4999985640931387,0.5011854767799377
0.5,0.5000172853469849
0.5,0.5006095170974731
0.5,0.5016970038414001
0.5,0.5015318989753723
0.5,0.516447126865387
0.5,0.5007681846618652
0.5,0.4997294843196869
0.5,0.5012383460998535
0.5,0.490281879901886
0.5,0.5006964206695557
0.5,0.500633180141449
0.5,0.5010939240455627
0.5,0.500808835029602
0.5,0.500519335269928
0.5,0.5005695223808289
0.5,0.5009841918945312
0.5,0.5014253258705139
0.5,0.5008415579795837
0.5,0.5115920901298523
0.5,0.499256432056427
0.5,0.5011694431304932
0.5,0.5015530586242676
0.5,0.4999748170375824
0.5,0.500295877456665
0.5,0.5006172060966492
0.5,0.49990564584732056
0.5,0.5010692477226257
0.5,0.500251829624176
0.5,0.5028240084648132
0.5,0.4996177554130554
0.5,0.5012611150741577
0.5,0.5005303621292114
0.5,0.5008221864700317
0.5,0.5008805394172668
0.5,0.5008424520492554
0.5,0.5005899667739868
0.5,0.5009241104125977
0.5,0.4999365210533142
0.5,0.5004763007164001
0.5,0.5005699992179871
0.5,0.5020907521247864
0.5,0.5002568960189819
0.5,0.5002952814102173
0.5,0.5003567337989807
0.5,0.49960049986839294
0.5,0.5007047653198242
0.5,0.5035168528556824
0.5,0.501113772392273
0.5,0.5000503063201904
0.5,0.5014798641204834
0.5,0.4998500645160675
0.5,0.4998107850551605
0.5,0.5007875561714172
0.5,0.4999297261238098
